price_per_unit,sale,voila,loblaws,metro,brown,white,goldegg,bluemenu,compliments,conestoga,longos,grayridge,presidents,large,medium,extra,none,organic,freerange,freerun,nosale,month
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.61,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.62,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,8
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.71,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,11
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,7
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,9
0.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,6
