price_per_unit,sale,voila,loblaws,metro,brown,white,goldegg,bluemenu,compliments,conestoga,longos,grayridge,presidents,large,medium,extra,none,organic,freerange,freerun,nosale,month
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7
0.47,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.32,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.34,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.34,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.34,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.41,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4
0.4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4
0.69,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
